vi,pad_id,x_v,y_v,vmm,ch,n_track_v,k_hit_v,amp_n_v,amp_med_v,amp_p25_v,amp_p75_v,eff_v,di,x_d,y_d,n_track_d,k_hit_d,eff_d,amp_n_lead,amp_med_lead,amp_p25_d,amp_p75_d,amp_n_d,amp_med_d,amp_mean,pad_area,radius,connector_N,half,masked,mpv_v,mpv_d,use
317,642,371.76,214.56,18,61,13103,8280,8280,133.04635761589404,112.0,170.0,0.6319163550331985,317,371.7587,214.5609,57649,54714,0.9490884490624296,54714,289.8074454428755,171.89051808406649,476.4367245657569,47348,285.0987821380244,432.5107285155536,132.728,480.1441,6,bot,False,120.16763678696158,173.67741935483875,True
318,641,391.55,225.99,18,62,16610,12299,12299,126.54414414414416,99.0,172.0,0.7404575556893438,318,391.5529,225.9893,52565,49747,0.9463901835822316,49747,397.13380281690144,236.31306990881455,642.6832740213523,43800,393.0,571.2990130058093,132.791,503.0023,6,bot,False,106.71892222902633,231.34426229508188,True
319,640,490.53,283.13,18,63,0,0,0,,,,,319,490.5252,283.131,0,0,,0,,,,0,,,133.008,617.2957,6,bot,False,,,False
320,767,478.02,344.51,19,0,0,0,0,,,,,320,478.0239,344.5066,0,0,,0,,,,0,,,133.034,637.464,6,top,False,,,False
321,766,431.79,310.92,19,1,0,0,0,,,,,321,431.7949,310.9189,0,0,,0,,,,0,,,132.95,582.9138,6,top,False,,,False
322,765,451.67,322.42,19,2,0,0,0,,,,,322,451.6731,322.4204,0,0,,0,,,,0,,,132.989,605.7847,6,top,False,,,False
323,764,385.57,277.33,19,3,0,0,0,,,,,323,385.5659,277.3313,3448,3364,0.9756380510440836,3364,521.4814814814815,311.20000000000005,833.4545454545455,2745,525.2727272727273,731.9548156956005,132.851,525.7707,6,top,False,,361.6,False
324,763,471.54,333.92,19,4,0,0,0,,,,,324,471.5448,333.9159,0,0,,0,,,,0,,,133.023,628.6511,6,top,False,,,False
325,762,405.44,288.83,19,5,0,0,0,,,,,325,405.4419,288.833,2717,2665,0.9808612440191388,2665,637.75,391.7600000000001,1040.875,2241,640.6315789473684,868.9876172607879,132.889,548.6406,6,top,False,,482.66666666666663,False
326,761,339.34,243.74,19,6,0,0,0,,,,,326,339.3373,243.7432,1604,1490,0.928927680798005,1490,297.6842105263158,182.07407407407408,485.45454545454544,1240,287.7037037037037,429.889932885906,132.712,468.6255,6,top,False,,274.54545454545456,False
327,760,425.31,300.33,19,7,0,0,0,,,,,327,425.3107,300.3283,0,0,,0,,,,0,,,132.93,571.5094,6,top,False,,,False
328,759,359.21,255.25,19,8,0,0,0,,,,,328,359.2101,255.2458,8545,8031,0.9398478642480984,8031,345.48936170212767,199.62406015037595,576.5200000000001,7063,339.9012345679012,509.7103723073092,132.763,491.4977,6,top,False,,186.13333333333335,False
329,758,293.11,210.16,19,9,0,0,0,,,,,329,293.1089,210.1559,0,0,,0,,,,0,,,132.524,411.4803,6,top,False,,,False
330,757,379.08,266.74,19,10,0,0,0,,,,,330,379.0752,266.7409,10575,10061,0.9513947990543736,10061,476.77669902912623,284.1384615384616,768.1276595744681,8808,475.7113402061856,668.1892456018288,132.82,514.3663,6,top,False,,291.5,False
331,756,445.17,311.82,19,11,0,0,0,,,,,331,445.1734,311.8177,0,0,,0,,,,0,,,132.973,594.3766,6,top,False,,,False
332,755,312.98,221.66,19,12,0,0,0,,,,,332,312.9774,221.659,0,0,,0,,,,0,,,132.605,434.3541,6,top,False,,,False
333,754,246.88,176.57,19,13,0,0,0,,,,,333,246.881,176.5683,0,0,,0,,,,0,,,132.264,354.3325,6,top,False,,,False
334,753,398.93,278.23,19,14,0,0,0,,,,,334,398.9342,278.2293,6877,6740,0.980078522611604,6740,608.5,367.2131147540984,972.9411764705882,6032,603.1999999999999,833.4421364985163,132.866,537.2352,6,top,False,,358.51851851851853,False
335,752,465.03,323.3,19,15,0,0,0,,,,,335,465.0312,323.302,0,0,,0,,,,0,,,133.001,617.2436,6,top,False,,,False
336,751,332.84,233.15,19,16,0,0,0,,,,,336,332.8381,233.1534,0,0,,0,,,,0,,,132.673,457.225,6,top,False,,,False
337,750,266.74,188.07,19,17,0,0,0,,,,,337,266.7438,188.0722,0,0,,0,,,,0,,,132.379,377.2109,6,top,False,,,False
338,749,200.65,142.98,19,18,0,0,0,,,,,338,200.6533,142.9805,0,0,,0,,,,0,,,131.877,297.1858,6,top,False,,,False
339,748,484.88,334.78,19,19,0,0,0,,,,,339,484.8841,334.782,0,0,,0,,,,0,,,133.028,637.2001,6,top,False,,,False
340,747,418.79,289.71,19,20,0,0,0,,,,,340,418.7875,289.7122,416,415,0.997596153846154,415,686.0,374.0,1109.0,298,701.3333333333333,915.0168674698796,132.905,560.1031,6,top,True,,340.57142857142856,False
341,746,352.69,244.64,19,21,0,0,0,,,,,341,352.6922,244.6405,10066,9399,0.9337373335982516,9399,293.83561643835617,172.77011494252875,483.6666666666667,8140,285.9212598425197,440.5264389828705,132.74,480.0939,6,top,False,,158.46153846153845,False
342,745,286.6,199.57,19,22,0,0,0,,,,,342,286.5984,199.5664,0,0,,0,,,,0,,,132.473,400.0819,6,top,False,,,False
343,744,220.51,154.49,19,23,0,0,0,,,,,343,220.5083,154.4864,0,0,,0,,,,0,,,132.047,320.0648,6,top,False,,,False
344,743,438.64,301.19,19,24,0,0,0,,,,,344,438.6365,301.1902,0,0,,0,,,,0,,,132.95,582.9687,6,top,False,,,False
345,742,154.43,109.39,19,25,0,0,0,,,,,345,154.4273,109.3933,0,0,,0,,,,0,,,131.217,240.0378,6,top,False,,,False
346,741,372.54,256.12,19,26,0,0,0,,,,,346,372.5406,256.1216,16195,15240,0.9410311824637234,15240,409.4634146341463,245.20197044334972,671.8024691358025,13402,401.875,594.6524934383202,132.787,502.9638,6,top,False,,269.3333333333333,False
347,740,306.45,211.05,19,27,0,0,0,,,,,347,306.4464,211.0518,0,0,,0,,,,0,,,132.555,422.9536,6,top,False,,,False
348,739,458.48,312.66,19,28,0,0,0,,,,,348,458.4807,312.6643,0,0,,0,,,,0,,,132.987,605.8336,6,top,False,,,False
349,738,240.35,165.98,19,29,0,0,0,,,,,349,240.3549,165.9796,0,0,,0,,,,0,,,132.2,342.9397,6,top,False,,,False
350,737,392.38,267.6,19,30,0,0,0,,,,,350,392.3838,267.5979,11118,10726,0.964741860046771,10726,609.5058823529412,371.8867924528302,975.0769230769232,9275,605.1267605633802,831.7777363415998,132.844,525.8289,6,top,False,,403.6363636363636,False
351,736,326.29,222.53,19,31,0,0,0,,,,,351,326.2882,222.5308,0,0,,0,,,,0,,,132.643,445.8217,6,top,False,,,False
352,735,478.32,324.13,19,32,0,0,0,,,,,352,478.3213,324.1347,0,0,,0,,,,0,,,133.018,628.6971,6,top,False,,,False
353,734,174.27,120.9,19,33,0,0,0,,,,,353,174.2698,120.9017,0,0,,0,,,,0,,,131.526,262.9179,6,top,False,,,False
354,733,412.22,279.07,19,34,0,0,0,,,,,354,412.2231,279.0691,7981,7845,0.9829595288810926,7845,762.1395348837209,457.20833333333337,1221.6190476190477,7107,761.7435897435897,1013.5000637348628,132.886,548.6939,6,top,False,,507.0,False
355,732,260.19,177.46,19,35,0,0,0,,,,,355,260.1943,177.4633,0,0,,0,,,,0,,,132.319,365.8137,6,top,False,,,False
356,731,108.2,75.81,19,36,0,0,0,,,,,356,108.2044,75.8071,0,0,,0,,,,0,,,129.902,182.917,6,top,False,,,False
357,730,346.13,234.0,19,37,446,315,315,108.67692307692307,91.0,141.5,0.7062780269058296,357,346.1252,234.004,3496,3184,0.9107551487414188,3184,244.7457627118644,145.5757575757576,413.0526315789474,2714,238.46153846153848,389.4396984924623,132.701,468.6896,6,top,False,99.76470588235294,149.7142857142857,False
358,729,432.06,290.54,19,38,0,0,0,,,,,358,432.0584,290.5371,0,0,,0,,,,0,,,132.929,571.5571,6,top,False,,,False
359,728,194.1,132.39,19,39,0,0,0,,,,,359,194.1044,132.3939,0,0,,0,,,,0,,,131.774,285.7977,6,top,False,,,False
360,727,280.03,188.94,19,40,0,0,0,,,,,360,280.0282,188.9392,0,0,,0,,,,0,,,132.432,388.6836,6,top,False,,,False
361,726,365.96,245.47,19,41,1642,1461,1461,120.3152709359606,91.0,163.0,0.889768574908648,361,365.9583,245.4727,15372,14383,0.9356622430392922,14383,334.17341040462424,197.42583732057412,550.1428571428571,12661,326.6368715083799,496.1676979767781,132.762,491.5537,6,top,False,99.03030303030303,194.94736842105263,True
362,725,451.89,302.0,19,42,0,0,0,,,,,362,451.8905,302.0012,0,0,,0,,,,0,,,132.963,594.4198,6,top,False,,,False
363,724,299.86,200.41,19,43,0,0,0,,,,,363,299.8576,200.4088,0,0,,0,,,,0,,,132.525,411.5482,6,top,False,,,False
364,723,385.79,256.94,19,44,1299,1162,1162,168.0842105263158,124.0,235.0,0.8945342571208622,364,385.7876,256.9371,20387,19314,0.9473684210526316,19314,543.0810810810812,322.75935828877004,877.2105263157895,17386,535.223880597015,752.4924924924925,132.823,514.4169,6,top,False,125.0909090909091,303.30434782608694,True
365,722,471.72,313.46,19,45,0,0,0,,,,,365,471.7199,313.4622,0,0,,0,,,,0,,,133.004,617.2818,6,top,False,,,False
366,721,213.93,143.87,19,46,0,0,0,,,,,366,213.9324,143.8748,0,0,,0,,,,0,,,131.962,308.6712,6,top,False,,,False
367,720,128.02,87.32,19,47,0,0,0,,,,,367,128.0242,87.3208,0,0,,0,,,,0,,,130.567,205.7744,6,top,False,,,False
368,719,491.55,324.92,19,48,0,0,0,,,,,368,491.5465,324.9212,0,0,,0,,,,0,,,133.032,636.9883,6,top,False,,,False
369,718,405.61,268.4,19,49,1315,1265,1265,212.93150684931507,147.0,302.0,0.9619771863117871,369,405.6136,268.3982,14282,13966,0.9778742473042992,13966,746.7586206896551,454.5688073394496,1188.7441860465117,12638,748.0481927710844,998.0432478877274,132.864,537.2799,6,top,False,152.75471698113208,515.3846153846154,True
370,717,319.68,211.87,19,50,0,0,0,,,,,370,319.6827,211.8738,0,0,,0,,,,0,,,132.605,434.4143,6,top,False,,,False
371,716,233.76,155.35,19,51,0,0,0,,,,,371,233.7557,155.3466,0,0,,0,,,,0,,,132.124,331.5418,6,top,False,,,False
372,715,425.44,279.86,19,52,44,42,42,154.66666666666666,111.5,232.25,0.9545454545454546,372,425.4372,279.8563,360,350,0.9722222222222222,350,636.0,380.0,1116.0,225,676.0,900.8228571428572,132.906,560.1416,6,top,False,112.0,387.42857142857144,False
373,714,147.84,98.81,19,53,0,0,0,,,,,373,147.8398,98.8111,0,0,,0,,,,0,,,131.028,228.6533,6,top,False,,,False
374,713,339.5,223.33,19,54,0,0,0,,,,,374,339.505,223.334,1,0,0.0,0,,,,0,,,132.68,457.2776,6,top,False,,,False
375,712,445.26,291.31,19,55,0,0,0,,,,,375,445.2584,291.3116,0,0,,0,,,,0,,,132.952,583.0025,6,top,False,,,False
376,711,253.57,166.81,19,56,0,0,0,,,,,376,253.5749,166.8115,0,0,,0,,,,0,,,132.261,354.4083,6,top,False,,,False
377,710,359.32,234.79,19,57,3156,2722,2722,91.54352030947776,70.0,121.0,0.8624841571609633,377,359.3243,234.7913,21824,20107,0.921325146627566,20107,267.32894736842104,156.4129353233831,442.78205128205127,17732,262.81290322580645,407.4061769532999,132.738,480.1394,6,top,False,79.17647058823529,139.5348837209302,True
378,709,465.08,302.76,19,58,0,0,0,,,,,378,465.0774,302.7647,0,0,,0,,,,0,,,132.98,605.8639,6,top,False,,,False
379,708,273.39,178.27,19,59,0,0,0,,,,,379,273.3913,178.2714,0,0,,0,,,,0,,,132.376,377.2716,6,top,False,,,False
380,707,379.14,246.25,19,60,4483,3711,3711,118.55889145496536,88.0,161.0,0.8277938880214142,380,379.1413,246.2453,28964,26863,0.9274616765640104,26863,394.6227106227106,231.3735632183908,644.2463768115941,23733,390.864,565.9911402300562,132.789,503.0019,6,top,False,93.5452865064695,241.91666666666666,True
381,706,484.89,314.22,19,61,0,0,0,,,,,381,484.8946,314.2159,0,0,,0,,,,0,,,133.016,628.7241,6,top,False,,,False
382,705,167.65,110.29,19,62,0,0,0,,,,,382,167.6517,110.2871,0,0,,0,,,,0,,,131.385,251.5279,6,top,False,,,False
383,704,293.2,189.73,19,63,0,0,0,,,,,383,293.205,189.7268,0,0,,0,,,,0,,,132.48,400.1352,6,top,False,,,False
