run,sub,capture,station,gas,start,chip,mesh,drift,mu_ns,sigma_ns,contrast,n_triggers,eff,eff_corr,accidental
run_39,cfg_gain3.0_peaktime25,enp4s0f1_00014_20260801003307,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 00:21:49,p2b-config-cern-ext_gain3.0_peaktime25.txt,450.0,750.0,-80.42859846758677,35.37123366633277,21.245167580702542,150074,0.33519463731225935,0.3564524815056263,0.05963724562549141
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00042_20260801060004,P2_IN,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,209.2073242486483,63.68468903219908,11.809288229355614,147706,0.0575128972418182,0.05857529977176663,0.018137381013635198
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00042_20260801060004,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,110.97727857641624,21.81000986882877,33.48058084825509,151730,0.30583931984446056,0.31535419158421224,0.030172016081196875
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00042_20260801060004,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,120.92627752162166,28.47943106284771,23.913158281126897,151743,0.4353149733430866,0.479264010215631,0.09170109988599144
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00035_20260801055453,P2_IN,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,216.31317270647577,71.52801947535524,9.761439459041576,161449,0.0558628421359067,0.05702958026127756,0.02045847295430755
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00035_20260801055453,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,111.23300176296505,22.020250173075546,35.96010724669253,165995,0.30810566583330823,0.31827544790934154,0.0319527696617368
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00035_20260801055453,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,120.88000512847381,28.458954947248113,24.197567595782438,166047,0.4406523454202726,0.4858563858749785,0.0930399224316007
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00024_20260801054643,P2_IN,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,223.40001362101665,72.73290057565376,6.162438756201659,161231,0.05550421445007474,0.056695577250812514,0.0210133287022967
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00024_20260801054643,P2_MID,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,111.3953005191056,21.9295457250642,31.34689021412815,165858,0.31305092307877824,0.32336858363538984,0.031906811851101544
run_47,cfg_gain4.5_peaktime200_deflt,enp4s0f1_00024_20260801054643,P2_OUT,Ar/CO2/Iso 93/5/2,2026-08-01 05:29:31,p2b-config-cern-ext_gain4.5_peaktime200_deflt.txt,450.0,750.0,120.9904414700895,28.773649369803383,24.641970527568976,165871,0.43696607604704857,0.4812397500846551,0.09199920420085489
